codigo_ine,objetivo_aue,promedio_indice,n_indicadores,periodo_max
43117,2,67.69077284833334,6,2025
43117,3,82.83153193222222,9,2025
43117,4,76.1049634275,12,2025
43117,5,61.117178169999995,7,2025
43117,6,49.66969231,2,2024
43118,1,50.33744219044444,9,2025
43118,2,61.774825248875004,8,2025
43118,3,68.50388393899999,9,2025
43118,4,63.83028058776923,13,2025
43118,5,64.07612706571429,7,2025
43118,6,49.122923075,2,2024
43119,1,28.437662778142858,7,2025
43119,2,84.17280525875,8,2025
43119,3,68.56486518925,8,2025
43119,4,63.694082621999996,12,2025
43119,5,24.456594835371426,7,2025
43119,6,72.041167155,2,2024
43120,1,35.97686466375,8,2025
43120,2,45.86108441625,8,2025
43120,3,50.42409763888889,9,2025
43120,4,36.435671910416666,12,2025
43120,5,51.32717331642857,7,2025
43120,6,0.0,2,2024
43121,1,29.99182595,8,2025
43121,2,66.91768287625,8,2025
43121,3,65.68385156777778,9,2025
43121,4,62.98668601916666,12,2025
43121,5,64.60577198428571,7,2025
43121,6,19.652076925,2,2024
43122,1,58.18675302875,8,2025
43122,2,72.21579785,6,2025
43122,3,80.50578062555556,9,2025
43122,4,71.2014634775,12,2025
43122,5,66.16844364428572,7,2025
43122,6,42.112923075,2,2024
43123,1,28.73100123093333,15,2026
43123,2,66.001116635,8,2025
43123,3,46.3655808588,10,2025
43123,4,55.9124013542,15,2025
43123,5,38.55362339515385,13,2025
43123,6,70.133340875,2,2024
43124,1,44.109295221428575,7,2025
43124,2,58.11802153625,8,2025
43124,3,59.04383964666666,9,2025
43124,4,61.10111751916667,12,2025
43124,5,37.88178788,7,2025
43124,6,78.21603588,2,2024
43125,1,47.977093388571426,7,2025
43125,2,66.58807108125,8,2025
43125,3,68.82599259888889,9,2025
43125,4,79.896961525,12,2025
43125,5,71.92714247571429,7,2025
43125,6,50.0,2,2024
43126,1,38.266284394875,8,2025
43126,2,85.23452932375,8,2025
43126,3,64.45187588911111,9,2025
43126,4,73.67121019133333,12,2025
43126,5,64.5538521422857,7,2025
43126,6,56.02092287,2,2024
43127,1,37.478190725522225,9,2025
43127,2,77.91040294375,8,2025
43127,3,55.78581610063333,9,2025
43127,4,77.9882258023077,13,2025
43127,5,85.23974644571429,7,2025
43127,6,49.302415205,2,2024
43128,1,39.17658092585714,7,2025
43128,2,76.04490642,8,2025
43128,3,58.84992583011111,9,2025
43128,4,77.72092084666666,12,2025
43128,5,72.36200021857142,7,2025
43128,6,49.60769231,2,2024
43129,1,35.563256213923076,13,2026
43129,2,83.60764476375,8,2025
43129,3,55.265864127600004,10,2025
43129,4,71.23391305869231,13,2025
43129,5,59.245142819555554,9,2025
43129,6,61.719068085,2,2024
43130,1,35.90130577125,8,2025
43130,2,70.48691382666667,6,2025
43130,3,68.16474770111111,9,2025
43130,4,75.81522682833334,12,2025
43130,5,56.05936244857143,7,2025
43130,6,49.487153845,2,2024
43131,1,46.41931975325,8,2025
43131,2,71.88469114,8,2025
43131,3,63.53516552066666,9,2025
43131,4,60.58435341461538,13,2025
43131,5,41.740912581428574,7,2025
43131,6,92.84505768,2,2024
43132,1,40.850378735,8,2025
43132,2,62.437131484999995,8,2025
43132,3,52.977567103333335,9,2025
43132,4,50.78181262416667,12,2025
43132,5,32.849443425714284,7,2025
43132,6,56.198349470000004,2,2024
43133,1,40.462412335375,8,2025
43133,2,71.67075273125,8,2025
43133,3,58.86537154866667,9,2025
43133,4,60.8449595765,12,2025
43133,5,48.613377468571436,7,2025
43133,6,58.37031129500001,2,2024
43134,1,37.46539185591667,12,2026
